threshold,net_benefit_model,net_benefit_all,net_benefit_none
0.01,0.03672696630443109,0.03148494697790472,0.0
0.02,0.03557609392619453,0.021602140314413956,0.0
0.03,0.03437915358925958,0.011515564441366678,0.0
0.04,0.034488985193210545,0.0012188515709642411,0.0
0.05,0.03130524034897645,-0.009294634201972976,0.0
0.060000000000000005,0.03132707867499596,-0.020031811161568436,0.0
0.06999999999999999,0.029194189121494893,-0.03099989515255302,0.0
0.08,0.029299543077865184,-0.0422064157520373,0.0
0.09,0.02828807162501637,-0.05365923350755419,0.0
0.09999999999999999,0.028530155290718673,-0.0653665583243048,0.0
0.11,0.02871681254336738,-0.07733696909199361,0.0
0.12,0.027725795331429135,-0.08957943464985718,0.0
0.13,0.02676180869478587,-0.10210333619755671,0.0
0.14,0.026732847892363125,-0.11491849126962131,0.0
0.15000000000000002,0.024536358422025364,-0.12803517940220513,0.0
0.16,0.02450601042150338,-0.14146416963318373,0.0
0.17,0.02447493114386038,-0.15521674999021004,0.0
0.18000000000000002,0.02444309383505536,-0.16930475913643211,0.0
0.19,0.02441047041986009,-0.18374062036033864,0.0
0.2,0.023564463705308777,-0.1985373781148429,0.0
0.21000000000000002,0.02246389730789802,-0.2137087373314865,0.0
0.22,0.022446314970692,-0.2292691057588132,0.0
0.23,0.02242827594940271,-0.24523363959983674,0.0
0.24000000000000002,0.02132633859839197,-0.26161829275246623,0.0
0.25,0.021307331166486095,-0.27843986998916576,0.0
0.26,0.021287810020204388,-0.2957160844484788,0.0
0.27,0.021668472372697724,-0.31346561985188265,0.0
0.28,0.021668472372697724,-0.33170819790538103,0.0
0.29000000000000004,0.021668472372697724,-0.35046465139700617,0.0
0.3,0.021668472372697724,-0.3697570035598205,0.0
0.31,0.021668472372697724,-0.3896085543360498,0.0
0.32,0.020585048754062838,-0.4100439742527564,0.0
0.33,0.01950162513542795,-0.4310894067042901,0.0
0.34,0.01950162513542795,-0.452772579533143,0.0
0.35000000000000003,0.01950162513542795,-0.47512292691057595,0.0
0.36000000000000004,0.01950162513542795,-0.49817172264355375,0.0
0.37,0.01950162513542795,-0.5219522261775782,0.0
0.38,0.018418201516793065,-0.5464998427288295,0.0
0.39,0.018418201516793065,-0.5718522991670071,0.0
0.4,0.01733477789815818,-0.5980498374864572,0.0
0.41000000000000003,0.016251354279523293,-0.6251354279523293,0.0
0.42000000000000004,0.016251354279523293,-0.6531550042963351,0.0
0.43,0.016251354279523293,-0.6821577236699548,0.0
0.44,0.016251354279523293,-0.7121962544497755,0.0
0.45,0.015167930660888408,-0.7433270954397714,0.0
0.46,0.015167930660888408,-0.7756109305405079,0.0
0.47000000000000003,0.014084507042253521,-0.8091130235695742,0.0
0.48000000000000004,0.013001083423618635,-0.8439036586382198,0.0
0.49,0.011917659804983749,-0.8800586323370083,0.0
0.5,0.010834236186348862,-0.9176598049837486,0.0
0.51,0.010834236186348862,-0.956795719371172,0.0
0.52,0.00866738894907909,-0.9975622968580715,0.0
0.53,0.00866738894907909,-1.040063622323137,0.0
0.54,0.00866738894907909,-1.0844128315040746,0.0
0.55,0.00866738894907909,-1.1307331166486099,0.0
0.56,0.007583965330444204,-1.1791588692997144,0.0
0.5700000000000001,0.007583965330444204,-1.2298369825392428,0.0
0.5800000000000001,0.007583965330444204,-1.2829283392663677,0.0
0.59,0.007583965330444204,-1.338609518272864,0.0
0.6,0.007583965330444204,-1.3970747562296855,0.0
0.61,0.007583965330444204,-1.4585382115176264,0.0
0.62,0.007583965330444204,-1.5232365855049323,0.0
0.63,0.007583965330444204,-1.5914321688969575,0.0
0.64,0.007583965330444204,-1.663416395810762,0.0
0.65,0.007583965330444204,-1.739514007119641,0.0
0.66,0.007583965330444204,-1.8200879485055128,0.0
0.67,0.007583965330444204,-1.9055451590662862,0.0
0.68,0.0065005417118093175,-1.9963434452871076,0.0
0.6900000000000001,0.0065005417118093175,-2.09299968545766,0.0
0.7000000000000001,0.0065005417118093175,-2.1960996749729147,0.0
0.7100000000000001,0.0065005417118093175,-2.306310008592671,0.0
0.72,0.0065005417118093175,-2.4243925088995506,0.0
0.73,0.0065005417118093175,-2.5512218610810153,0.0
0.74,0.0065005417118093175,-2.687807317276439,0.0
0.75,0.005417118093174431,-2.835319609967497,0.0
0.76,0.004333694474539545,-2.995124593716143,0.0
0.77,0.004333694474539545,-3.1688256630081493,0.0
0.78,0.004333694474539545,-3.3583177385994287,0.0
0.79,0.004333694474539545,-3.5658566785327355,0.0
0.8,0.004333694474539545,-3.7941495124593723,0.0
0.81,0.004333694474539545,-4.0464731710098665,0.0
0.8200000000000001,0.004333694474539545,-4.326832791621526,0.0
0.8300000000000001,0.004333694474539545,-4.640175897011027,0.0
0.8400000000000001,0.004333694474539545,-4.992686890574218,0.0
0.85,0.004333694474539545,-5.3921993499458285,0.0
0.86,0.0021668472372697724,-5.848785017799102,0.0
0.87,0.0021668472372697724,-6.375614634552879,0.0
0.88,0.0010834236186348862,-6.990249187432287,0.0
0.89,0.0010834236186348862,-7.716635477198858,0.0
0.9,0.0010834236186348862,-8.588299024918745,0.0
0.91,0.0010834236186348862,-9.65366558324305,0.0
0.92,0.0010834236186348862,-10.985373781148436,0.0
0.93,0.0010834236186348862,-12.697570035598213,0.0
0.9400000000000001,0.0010834236186348862,-14.980498374864586,0.0
0.9500000000000001,0.0010834236186348862,-18.176598049837512,0.0
0.9600000000000001,0.0010834236186348862,-22.9707475622969,0.0
0.97,0.0010834236186348862,-30.96099674972912,0.0
0.98,0.0010834236186348862,-46.94149512459367,0.0
0.99,0.0010834236186348862,-94.88299024918734,0.0
